canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
Live Oak,4843096,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Liverpool,4843120,brazoria-tx,1,true,,3,3,brazoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Livingston,4843132,polk-tx,1,true,,15,15,polk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Llano,4843144,llano-tx,1,true,,0,0,llano-tx,,,,AVAILABLE_EMPTY,true,true,true
Llano Grande,4843150,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Lockett,4843216,wilbarger-tx,1,true,,0,0,wilbarger-tx,,,,AVAILABLE_EMPTY,true,true,true
Lockhart,4843240,caldwell-tx,1,true,,8,8,caldwell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lockney,4843252,floyd-tx,1,true,,0,0,floyd-tx,,,,AVAILABLE_EMPTY,true,true,true
Log Cabin,4843354,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Lolita,4843432,jackson-tx,1,true,,1,1,jackson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Loma Grande,4843458,zavala-tx,1,true,,0,0,zavala-tx,,,,AVAILABLE_EMPTY,true,true,true
Loma Linda,4843460,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Loma Linda East,4843462,jim-wells-tx,1,true,,10,10,jim-wells-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Loma Linda East,4843463,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Loma Linda West,4843465,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Loma Vista,4843474,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lometa,4843516,lampasas-tx,1,true,,5,5,lampasas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lone Oak,4843636,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Lone Star,4843684,morris-tx,1,true,,0,0,morris-tx,,,,AVAILABLE_EMPTY,true,true,true
Longoria,4843822,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Longview,4843888,gregg-tx|harrison-tx,2,true,,47,47,gregg-tx|harrison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Loop,4843948,gaines-tx,1,true,,0,0,gaines-tx,,,,AVAILABLE_EMPTY,true,true,true
Lope̱o,4843960,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Lopezville,4843972,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Loraine,4843996,mitchell-tx,1,true,,3,3,mitchell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lorena,4844020,mclennan-tx,1,true,,3,3,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lorenzo,4844032,crosby-tx,1,true,,0,0,crosby-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Altos,4844038,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Alvarez,4844044,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Angeles,4844062,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Arcos,4844072,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Arrieros,4844075,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Barreras,4844076,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Centenarios,4844077,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Corralitos,4844079,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Ebanos,4844104,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Ebanos,4844110,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Fresnos,4844116,cameron-tx,1,true,,9,9,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Los Fresnos,4844120,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Huisaches,4844123,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Indios,4844128,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Lobos,4844142,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Minerales,4844145,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Nopalitos,4844146,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Lost Creek,4844162,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Veteranos I,4844167,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Veteranos II,4844168,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Los Ybanez,4844170,dawson-tx,1,true,,0,0,dawson-tx,,,,AVAILABLE_EMPTY,true,true,true
Lott,4844176,falls-tx,1,true,,0,0,falls-tx,,,,AVAILABLE_EMPTY,true,true,true
Louise,4844212,wharton-tx,1,true,,4,4,wharton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lovelady,4844260,houston-tx,1,true,,3,3,houston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Loving,4844284,young-tx,1,true,,0,0,young-tx,,,,AVAILABLE_EMPTY,true,true,true
Lowry Crossing,4844308,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Lozano,4844344,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Lubbock,4845000,lubbock-tx,1,true,,103,103,lubbock-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lucas,4845012,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Lueders,4845048,jones-tx|shackelford-tx,2,true,,0,0,jones-tx|shackelford-tx,,,,AVAILABLE_EMPTY,true,true,true
Lufkin,4845072,angelina-tx,1,true,,51,51,angelina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Luling,4845096,caldwell-tx|guadalupe-tx,2,true,,11,11,caldwell-tx|guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lumberton,4845120,hardin-tx,1,true,,9,9,hardin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lyford,4845228,willacy-tx,1,true,,7,7,willacy-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lyons,4845276,burleson-tx,1,true,,2,2,burleson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lytle,4845288,atascosa-tx|bexar-tx|medina-tx,3,true,,7,7,atascosa-tx|bexar-tx|medina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mabank,4845324,henderson-tx|kaufman-tx|van-zandt-tx,3,true,,0,0,henderson-tx|kaufman-tx|van-zandt-tx,,,,AVAILABLE_EMPTY,true,true,true
McAllen,4845384,hidalgo-tx,1,true,,53,53,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
McCamey,4845432,upton-tx,1,true,,3,3,upton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
McCaulley,4845444,fisher-tx,1,true,,0,0,fisher-tx,,,,AVAILABLE_EMPTY,true,true,true
McDade,4845564,bastrop-tx,1,true,,9,9,bastrop-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Macdona,4845576,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
McGregor,4845672,coryell-tx|mclennan-tx,2,true,,12,12,coryell-tx|mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
McKinney,4845744,collin-tx,1,true,,16,16,collin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
McKinney Acres,4845750,andrews-tx,1,true,,0,0,andrews-tx,,,,AVAILABLE_EMPTY,true,true,true
McLean,4845780,gray-tx,1,true,,0,0,gray-tx,,,,AVAILABLE_EMPTY,true,true,true
McLendon-Chisholm,4845804,kaufman-tx|rockwall-tx,2,true,,0,0,kaufman-tx|rockwall-tx,,,,AVAILABLE_EMPTY,true,true,true
McLeod,4845816,cass-tx,1,true,,0,0,cass-tx,,,,AVAILABLE_EMPTY,true,true,true
McQueeney,4845948,guadalupe-tx,1,true,,7,7,guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Madisonville,4845996,madison-tx,1,true,,0,0,madison-tx,,,,AVAILABLE_EMPTY,true,true,true
Magnolia,4846056,montgomery-tx,1,true,,3,3,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Magnolia Beach,4846080,calhoun-tx,1,true,,0,0,calhoun-tx,,,,AVAILABLE_EMPTY,true,true,true
Malakoff,4846224,henderson-tx,1,true,,3,3,henderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Malone,4846260,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Manchaca,4846308,travis-tx,1,true,,1,1,travis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Manor,4846440,travis-tx,1,true,,9,9,travis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mansfield,4846452,ellis-tx|johnson-tx|tarrant-tx,3,true,,15,15,ellis-tx|johnson-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Manuel Garcia,4846492,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Manuel Garcia II,4846494,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Manvel,4846500,brazoria-tx,1,true,,4,4,brazoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marathon,4846572,brewster-tx,1,true,,3,3,brewster-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marble Falls,4846584,burnet-tx,1,true,,3,3,burnet-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marfa,4846620,presidio-tx,1,true,,4,4,presidio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marietta,4846668,cass-tx,1,true,,0,0,cass-tx,,,,AVAILABLE_EMPTY,true,true,true
Marion,4846692,guadalupe-tx,1,true,,2,2,guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Markham,4846716,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Marlin,4846740,falls-tx,1,true,,11,11,falls-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marquez,4846752,leon-tx,1,true,,4,4,leon-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Marshall,4846776,harrison-tx,1,true,,16,16,harrison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mart,4846824,limestone-tx|mclennan-tx,2,true,,0,0,limestone-tx|mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Martindale,4846848,caldwell-tx,1,true,,0,0,caldwell-tx,,,,AVAILABLE_EMPTY,true,true,true
Martinez,4846854,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Mason,4846968,mason-tx,1,true,,0,0,mason-tx,,,,AVAILABLE_EMPTY,true,true,true
Matador,4847004,motley-tx,1,true,,0,0,motley-tx,,,,AVAILABLE_EMPTY,true,true,true
Matagorda,4847016,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Mathis,4847040,san-patricio-tx,1,true,,6,6,san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Maud,4847088,bowie-tx,1,true,,4,4,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mauriceville,4847100,orange-tx,1,true,,24,24,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
May,4847172,brown-tx,1,true,,0,0,brown-tx,,,,AVAILABLE_EMPTY,true,true,true
Maypearl,4847268,ellis-tx,1,true,,0,0,ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Meadow,4847316,terry-tx,1,true,,2,2,terry-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Meadowlakes,4847330,burnet-tx,1,true,,0,0,burnet-tx,,,,AVAILABLE_EMPTY,true,true,true
Meadows Place,4847337,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Medina,4847406,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Megargel,4847460,archer-tx,1,true,,0,0,archer-tx,,,,AVAILABLE_EMPTY,true,true,true
Melissa,4847496,collin-tx,1,true,,5,5,collin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Melvin,4847568,mcculloch-tx,1,true,,0,0,mcculloch-tx,,,,AVAILABLE_EMPTY,true,true,true
Memphis,4847616,hall-tx,1,true,,4,4,hall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Menard,4847628,menard-tx,1,true,,0,0,menard-tx,,,,AVAILABLE_EMPTY,true,true,true
Mentone,4847676,loving-tx,1,true,,0,0,loving-tx,,,,AVAILABLE_EMPTY,true,true,true
Mercedes,4847700,hidalgo-tx,1,true,,20,20,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Meridian,4847760,bosque-tx,1,true,,1,1,bosque-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Merkel,4847796,taylor-tx,1,true,,4,4,taylor-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mertens,4847820,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Mertzon,4847832,irion-tx,1,true,,8,8,irion-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mesquite,4847892,dallas-tx|kaufman-tx,2,true,,16,16,dallas-tx|kaufman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mesquite,4847898,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Mexia,4847916,limestone-tx,1,true,,8,8,limestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Miami,4847988,roberts-tx,1,true,,2,2,roberts-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Midfield,4848048,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Midland,4848072,martin-tx|midland-tx,2,true,,15,15,martin-tx|midland-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Midlothian,4848096,ellis-tx,1,true,,30,30,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Midway,4848180,madison-tx,1,true,,0,0,madison-tx,,,,AVAILABLE_EMPTY,true,true,true
Midway North,4848272,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Midway South,4848280,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Miguel Barrera,4848315,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Mikes,4848318,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Mila Doce,4848320,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Milam,4848324,sabine-tx,1,true,,0,0,sabine-tx,,,,AVAILABLE_EMPTY,true,true,true
Milano,4848336,milam-tx,1,true,,5,5,milam-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mildred,4848372,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Miles,4848396,runnels-tx,1,true,,4,4,runnels-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Milford,4848408,ellis-tx,1,true,,0,0,ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Miller's Cove,4848478,titus-tx,1,true,,0,0,titus-tx,,,,AVAILABLE_EMPTY,true,true,true
Millsap,4848564,parker-tx,1,true,,1,1,parker-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mineola,4848648,wood-tx,1,true,,5,5,wood-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mineral Wells,4848684,palo-pinto-tx|parker-tx,2,true,,0,0,palo-pinto-tx|parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Mingus,4848720,palo-pinto-tx,1,true,,1,1,palo-pinto-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mi Ranchito Estate,4848750,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Mirando City,4848756,webb-tx,1,true,,3,3,webb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mission,4848768,hidalgo-tx,1,true,,52,52,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mission Bend,4848772,fort-bend-tx|harris-tx,2,true,,0,0,fort-bend-tx|harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Missouri City,4848804,fort-bend-tx|harris-tx,2,true,,5,5,fort-bend-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mobeetie,4848852,wheeler-tx,1,true,,0,0,wheeler-tx,,,,AVAILABLE_EMPTY,true,true,true
Mobile City,4848858,rockwall-tx,1,true,,0,0,rockwall-tx,,,,AVAILABLE_EMPTY,true,true,true
Monahans,4848936,ward-tx|winkler-tx,2,true,,3,3,ward-tx|winkler-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Montague,4849032,montague-tx,1,true,,0,0,montague-tx,,,,AVAILABLE_EMPTY,true,true,true
Mont Belvieu,4849068,chambers-tx|liberty-tx,2,true,,4,4,chambers-tx|liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Monte Alto,4849080,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Montgomery,4849128,montgomery-tx,1,true,,1,1,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Moody,4849200,mclennan-tx,1,true,,7,7,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Moore,4849224,frio-tx,1,true,,4,4,frio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Moore Station,4849272,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Moraida,4849300,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Morales-Sanchez,4849314,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Moran,4849320,shackelford-tx,1,true,,0,0,shackelford-tx,,,,AVAILABLE_EMPTY,true,true,true
Morgan,4849356,bosque-tx,1,true,,1,1,bosque-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Morgan Farm,4849359,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Morgan's Point,4849380,chambers-tx|harris-tx,2,true,,1,1,chambers-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Morgan's Point Resort,4849392,bell-tx,1,true,,0,0,bell-tx,,,,AVAILABLE_EMPTY,true,true,true
Morning Glory,4849411,el-paso-tx,1,true,,1,1,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Morse,4849440,hansford-tx,1,true,,0,0,hansford-tx,,,,AVAILABLE_EMPTY,true,true,true
Morton,4849464,cochran-tx,1,true,,0,0,cochran-tx,,,,AVAILABLE_EMPTY,true,true,true
Mosheim,4849512,bosque-tx,1,true,,0,0,bosque-tx,,,,AVAILABLE_EMPTY,true,true,true
Moulton,4849560,lavaca-tx,1,true,,5,5,lavaca-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mound,4849572,coryell-tx,1,true,,0,0,coryell-tx,,,,AVAILABLE_EMPTY,true,true,true
Mountain City,4849600,hays-tx,1,true,,0,0,hays-tx,,,,AVAILABLE_EMPTY,true,true,true
Mount Calm,4849692,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Mount Enterprise,4849728,rusk-tx,1,true,,0,0,rusk-tx,,,,AVAILABLE_EMPTY,true,true,true
Mount Pleasant,4849800,titus-tx,1,true,,20,20,titus-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mount Vernon,4849860,franklin-tx,1,true,,4,4,franklin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Muenster,4849932,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Muleshoe,4849968,bailey-tx,1,true,,5,5,bailey-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mullin,4849992,mills-tx,1,true,,2,2,mills-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Munday,4850040,knox-tx,1,true,,0,0,knox-tx,,,,AVAILABLE_EMPTY,true,true,true
Muniz,4850058,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Murchison,4850076,henderson-tx,1,true,,2,2,henderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Murillo,4850092,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Murphy,4850100,collin-tx,1,true,,4,4,collin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Mustang Ridge,4850200,bastrop-tx|caldwell-tx|travis-tx,3,true,,0,0,bastrop-tx|caldwell-tx|travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Myra,4850220,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Myrtle Springs,4850232,van-zandt-tx,1,true,,0,0,van-zandt-tx,,,,AVAILABLE_EMPTY,true,true,true
Nacogdoches,4850256,nacogdoches-tx,1,true,,24,24,nacogdoches-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Nada,4850268,colorado-tx,1,true,,0,0,colorado-tx,,,,AVAILABLE_EMPTY,true,true,true
Naples,4850316,morris-tx,1,true,,5,5,morris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Narciso Pena,4850322,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Nash,4850352,bowie-tx,1,true,,4,4,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Nassau Bay,4850376,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Natalia,4850400,medina-tx,1,true,,1,1,medina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Navarro,4850448,navarro-tx,1,true,,2,2,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Navasota,4850472,brazos-tx|grimes-tx,2,true,,19,19,brazos-tx|grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Nazareth,4850496,castro-tx,1,true,,0,0,castro-tx,,,,AVAILABLE_EMPTY,true,true,true
Neches,4850544,anderson-tx,1,true,,3,3,anderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Nederland,4850580,jefferson-tx,1,true,,5,5,jefferson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Needville,4850628,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Netos,4850742,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Nevada,4850760,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Newark,4850772,tarrant-tx|wise-tx,2,true,,4,4,tarrant-tx|wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
New Berlin,4850796,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
New Boston,4850808,bowie-tx,1,true,,0,0,bowie-tx,,,,AVAILABLE_EMPTY,true,true,true
New Braunfels,4850820,comal-tx|guadalupe-tx,2,true,,53,53,comal-tx|guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Newcastle,4850868,young-tx,1,true,,0,0,young-tx,,,,AVAILABLE_EMPTY,true,true,true
New Chapel Hill,4850876,smith-tx,1,true,,0,0,smith-tx,,,,AVAILABLE_EMPTY,true,true,true
New Deal,4850916,lubbock-tx,1,true,,4,4,lubbock-tx,,,,AVAILABLE_NONEMPTY,true,true,true
New Fairview,4850920,denton-tx|wise-tx,2,true,,4,4,denton-tx|wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
New Falcon,4850924,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
New Home,4851012,lynn-tx,1,true,,0,0,lynn-tx,,,,AVAILABLE_EMPTY,true,true,true
New Hope,4851036,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
New London,4851168,rusk-tx,1,true,,8,8,rusk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
New Summerfield,4851336,cherokee-tx,1,true,,0,0,cherokee-tx,,,,AVAILABLE_EMPTY,true,true,true
Newton,4851372,newton-tx,1,true,,0,0,newton-tx,,,,AVAILABLE_EMPTY,true,true,true
New Ulm,4851384,austin-tx,1,true,,7,7,austin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
New Waverly,4851396,walker-tx,1,true,,2,2,walker-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Neylandville,4851444,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Niederwald,4851492,caldwell-tx|hays-tx,2,true,,0,0,caldwell-tx|hays-tx,,,,AVAILABLE_EMPTY,true,true,true
Nina,4851552,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Nixon,4851588,gonzales-tx|wilson-tx,2,true,,0,0,gonzales-tx|wilson-tx,,,,AVAILABLE_EMPTY,true,true,true
Nocona,4851648,montague-tx,1,true,,0,0,montague-tx,,,,AVAILABLE_EMPTY,true,true,true
Nocona Hills,4851654,montague-tx,1,true,,0,0,montague-tx,,,,AVAILABLE_EMPTY,true,true,true
Nolanville,4851708,bell-tx,1,true,,7,7,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Nome,4851720,jefferson-tx,1,true,,5,5,jefferson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Noonday,4851756,smith-tx,1,true,,0,0,smith-tx,,,,AVAILABLE_EMPTY,true,true,true
Nordheim,4851792,dewitt-tx,1,true,,0,0,dewitt-tx,,,,AVAILABLE_EMPTY,true,true,true
Normandy,4851828,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Normangee,4851840,leon-tx|madison-tx,2,true,,2,2,leon-tx|madison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Normanna,4851852,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
North Alamo,4851900,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
North Cleveland,4851984,liberty-tx,1,true,,1,1,liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
North Escobares,4852068,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
