canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
Bedias,4807144,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48185,grimes-tx,Grimes County,,,,1,grimes-tx,false,true,true,true,true
Bee Cave,4807156,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Beeville,4807192,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48025,bee-tx,Bee County,,,,1,bee-tx,false,true,true,true,true
Bellaire,4807300,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Bellevue,4807396,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48077,clay-tx,Clay County,,,,1,clay-tx,false,true,true,true,true
Bellmead,4807408,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Bells,4807420,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48181,grayson-tx,Grayson County,,,,1,grayson-tx,false,true,true,true,true
Bellville,4807432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48015,austin-tx,Austin County,,,,1,austin-tx,false,true,true,true,true
Belterra,4807486,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48209,hays-tx,Hays County,,,,1,hays-tx,false,true,true,true,true
Belton,4807492,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48027,bell-tx,Bell County,,,,1,bell-tx,false,true,true,true,true
Ben Arnold,4807516,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48331,milam-tx,Milam County,,,,1,milam-tx,false,true,true,true,true
Benavides,4807528,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48131,duval-tx,Duval County,,,,1,duval-tx,false,true,true,true,true
Ben Bolt,4807540,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48249,jim-wells-tx,Jim Wells County,,,,1,jim-wells-tx,false,true,true,true,true
Benbrook,4807552,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Benjamin,4807636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48275,knox-tx,Knox County,,,,1,knox-tx,false,true,true,true,true
Benjamin Perez,4807642,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Ben Wheeler,4807708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48467,van-zandt-tx,Van Zandt County,,,,1,van-zandt-tx,false,true,true,true,true
Berryville,4807852,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Bertram,4807864,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48053,burnet-tx,Burnet County,,,,1,burnet-tx,false,true,true,true,true
Beverly Hills,4808104,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Bevil Oaks,4808128,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48245,jefferson-tx,Jefferson County,,,,1,jefferson-tx,false,true,true,true,true
Bigfoot,4808164,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48163,frio-tx,Frio County,,,,1,frio-tx,false,true,true,true,true
Big Lake,4808212,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48383,reagan-tx,Reagan County,,,,1,reagan-tx,false,true,true,true,true
Big Sandy,4808224,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48459,upshur-tx,Upshur County,,,,1,upshur-tx,false,true,true,true,true
Big Spring,4808236,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48227,howard-tx,Howard County,,,,1,howard-tx,false,true,true,true,true
Big Thicket Lake Estates,4808240,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48291|48373,liberty-tx|polk-tx,Liberty County|Polk County,,,,2,liberty-tx|polk-tx,false,true,true,true,true
Big Wells,4808260,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48127,dimmit-tx,Dimmit County,,,,1,dimmit-tx,false,true,true,true,true
Bishop,4808392,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48355,nueces-tx,Nueces County,,,,1,nueces-tx,false,true,true,true,true
Bishop Hills,4808398,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48375,potter-tx,Potter County,,,,1,potter-tx,false,true,true,true,true
Bivins,4808404,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48067,cass-tx,Cass County,,,,1,cass-tx,false,true,true,true,true
Bixby,4808410,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Blackwell,4808488,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48081|48353,coke-tx|nolan-tx,Coke County|Nolan County,,,,2,coke-tx|nolan-tx,false,true,true,true,true
Blanco,4808536,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48031,blanco-tx,Blanco County,,,,1,blanco-tx,false,true,true,true,true
Blanket,4808596,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48049,brown-tx,Brown County,,,,1,brown-tx,false,true,true,true,true
Bledsoe,4808644,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48079,cochran-tx,Cochran County,,,,1,cochran-tx,false,true,true,true,true
Blessing,4808668,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48321,matagorda-tx,Matagorda County,,,,1,matagorda-tx,false,true,true,true,true
Bloomburg,4808752,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48067,cass-tx,Cass County,,,,1,cass-tx,false,true,true,true,true
Blooming Grove,4808788,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48349,navarro-tx,Navarro County,,,,1,navarro-tx,false,true,true,true,true
Bloomington,4808800,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48469,victoria-tx,Victoria County,,,,1,victoria-tx,false,true,true,true,true
Blossom,4808812,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48277,lamar-tx,Lamar County,,,,1,lamar-tx,false,true,true,true,true
Blue Berry Hill,4808830,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48025,bee-tx,Bee County,,,,1,bee-tx,false,true,true,true,true
Blue Mound,4808860,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Blue Ridge,4808872,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Bluetown,4808908,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Bluff Dale,4808932,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48143,erath-tx,Erath County,,,,1,erath-tx,false,true,true,true,true
Blum,4809004,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48217,hill-tx,Hill County,,,,1,hill-tx,false,true,true,true,true
Boerne,4809160,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48259,kendall-tx,Kendall County,,,,1,kendall-tx,false,true,true,true,true
Bogata,4809172,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48387,red-river-tx,Red River County,,,,1,red-river-tx,false,true,true,true,true
Boling,4809232,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48481,wharton-tx,Wharton County,,,,1,wharton-tx,false,true,true,true,true
Bolivar Peninsula,4809250,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48167,galveston-tx,Galveston County,,,,1,galveston-tx,false,true,true,true,true
Bonanza Hills,4809310,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Bonham,4809328,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48147,fannin-tx,Fannin County,,,,1,fannin-tx,false,true,true,true,true
Bonney,4809388,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Booker,4809448,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48295|48357,lipscomb-tx|ochiltree-tx,Lipscomb County|Ochiltree County,,,,2,lipscomb-tx|ochiltree-tx,false,true,true,true,true
Borger,4809556,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48233,hutchinson-tx,Hutchinson County,,,,1,hutchinson-tx,false,true,true,true,true
Botines,4809598,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Bovina,4809628,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48369,parmer-tx,Parmer County,,,,1,parmer-tx,false,true,true,true,true
Bowie,4809640,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48337,montague-tx,Montague County,,,,1,montague-tx,false,true,true,true,true
Box Canyon,4809656,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48465,val-verde-tx,Val Verde County,,,,1,val-verde-tx,false,true,true,true,true
Boyd,4809748,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48497,wise-tx,Wise County,,,,1,wise-tx,false,true,true,true,true
Boys Ranch,4809796,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48359,oldham-tx,Oldham County,,,,1,oldham-tx,false,true,true,true,true
Brackettville,4809868,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48271,kinney-tx,Kinney County,,,,1,kinney-tx,false,true,true,true,true
Brady,4809916,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48307,mcculloch-tx,McCulloch County,,,,1,mcculloch-tx,false,true,true,true,true
Brazoria,4810072,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Brazos,4810084,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48363,palo-pinto-tx,Palo Pinto County,,,,1,palo-pinto-tx,false,true,true,true,true
Brazos Country,4810090,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48015,austin-tx,Austin County,,,,1,austin-tx,false,true,true,true,true
Breckenridge,4810132,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48429,stephens-tx,Stephens County,,,,1,stephens-tx,false,true,true,true,true
Bremond,4810144,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48395,robertson-tx,Robertson County,,,,1,robertson-tx,false,true,true,true,true
Brenham,4810156,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48477,washington-tx,Washington County,,,,1,washington-tx,false,true,true,true,true
Briar,4810192,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48367|48439|48497,parker-tx|tarrant-tx|wise-tx,Parker County|Tarrant County|Wise County,,,,3,parker-tx|tarrant-tx|wise-tx,false,true,true,true,true
Briarcliff,4810197,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Briaroaks,4810216,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48251,johnson-tx,Johnson County,,,,1,johnson-tx,false,true,true,true,true
Bridge City,4810252,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48361,orange-tx,Orange County,,,,1,orange-tx,false,true,true,true,true
Bridgeport,4810264,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48497,wise-tx,Wise County,,,,1,wise-tx,false,true,true,true,true
Briggs,4810276,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48053,burnet-tx,Burnet County,,,,1,burnet-tx,false,true,true,true,true
Bristol,4810336,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48139,ellis-tx,Ellis County,,,,1,ellis-tx,false,true,true,true,true
Broaddus,4810384,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48405,san-augustine-tx,San Augustine County,,,,1,san-augustine-tx,false,true,true,true,true
Bronte,4810528,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48081,coke-tx,Coke County,,,,1,coke-tx,false,true,true,true,true
Brookshire,4810636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48473,waller-tx,Waller County,,,,1,waller-tx,false,true,true,true,true
Brookside Village,4810648,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Brookston,4810660,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48277,lamar-tx,Lamar County,,,,1,lamar-tx,false,true,true,true,true
Browndell,4810708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48241,jasper-tx,Jasper County,,,,1,jasper-tx,false,true,true,true,true
Brownfield,4810720,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48445,terry-tx,Terry County,,,,1,terry-tx,false,true,true,true,true
Brownsboro,4810756,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Brownsville,4810768,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Brownwood,4810780,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48049,brown-tx,Brown County,,,,1,brown-tx,false,true,true,true,true
Bruceville-Eddy,4810828,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48145|48309,falls-tx|mclennan-tx,Falls County|McLennan County,,,,2,falls-tx|mclennan-tx,false,true,true,true,true
Brundage,4810852,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48127,dimmit-tx,Dimmit County,,,,1,dimmit-tx,false,true,true,true,true
Bruni,4810876,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Brushy Creek,4810897,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Bryan,4810912,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48041,brazos-tx,Brazos County,,,,1,brazos-tx,false,true,true,true,true
Bryson,4810960,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48237,jack-tx,Jack County,,,,1,jack-tx,false,true,true,true,true
Buchanan Dam,4810984,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48299,llano-tx,Llano County,,,,1,llano-tx,false,true,true,true,true
Buchanan Lake Village,4810990,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48299,llano-tx,Llano County,,,,1,llano-tx,false,true,true,true,true
Buckholts,4811020,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48331,milam-tx,Milam County,,,,1,milam-tx,false,true,true,true,true
Buda,4811080,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48209,hays-tx,Hays County,,,,1,hays-tx,false,true,true,true,true
Buena Vista,4811102,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Buffalo,4811116,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48289,leon-tx,Leon County,,,,1,leon-tx,false,true,true,true,true
Buffalo Gap,4811128,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48441,taylor-tx,Taylor County,,,,1,taylor-tx,false,true,true,true,true
Buffalo Springs Lake,4811155,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48303,lubbock-tx,Lubbock County,,,,1,lubbock-tx,false,true,true,true,true
Bullard,4811212,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48073|48423,cherokee-tx|smith-tx,Cherokee County|Smith County,,,,2,cherokee-tx|smith-tx,false,true,true,true,true
Bulverde,4811224,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48091,comal-tx,Comal County,,,,1,comal-tx,false,true,true,true,true
Buna,4811236,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48241,jasper-tx,Jasper County,,,,1,jasper-tx,false,true,true,true,true
Bunker Hill Village,4811300,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Burkburnett,4811368,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48485,wichita-tx,Wichita County,,,,1,wichita-tx,false,true,true,true,true
Burke,4811380,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48005,angelina-tx,Angelina County,,,,1,angelina-tx,false,true,true,true,true
Burleson,4811428,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48251|48439,johnson-tx|tarrant-tx,Johnson County|Tarrant County,,,,2,johnson-tx|tarrant-tx,false,true,true,true,true
Burlington,4811440,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48331,milam-tx,Milam County,,,,1,milam-tx,false,true,true,true,true
Burnet,4811464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48053,burnet-tx,Burnet County,,,,1,burnet-tx,false,true,true,true,true
Burton,4811536,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48477,washington-tx,Washington County,,,,1,washington-tx,false,true,true,true,true
Bushland,4811572,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48375|48381,potter-tx|randall-tx,Potter County|Randall County,,,,2,potter-tx|randall-tx,false,true,true,true,true
Butterfield,4811626,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Byers,4811644,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48077,clay-tx,Clay County,,,,1,clay-tx,false,true,true,true,true
Bynum,4811656,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48217,hill-tx,Hill County,,,,1,hill-tx,false,true,true,true,true
Cactus,4811692,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48341,moore-tx,Moore County,,,,1,moore-tx,false,true,true,true,true
Caddo Mills,4811716,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48231,hunt-tx,Hunt County,,,,1,hunt-tx,false,true,true,true,true
Cade Lakes,4811725,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48051,burleson-tx,Burleson County,,,,1,burleson-tx,false,true,true,true,true
